Dataset,Solver,Timeout,Time,Size,Certificate
gka_23,IC_1,0.01,0.01,48,"['11', '22', '23', '24', '31', '33', '37', '44', '53', '55', '58', '73', '8', '1', '71', '39', '2', '20', '45', '10', '16', '49', '42', '40', '6', '52', '57', '13', '28', '79', '9', '76', '26', '78', '35', '4', '47', '18', '51', '68', '43', '21', '75', '30', '0', '65', '15', '29']"
gka_23,IC_1,0.1,0.1,48,"['1', '11', '22', '23', '24', '31', '33', '37', '39', '44', '53', '55', '58', '71', '73', '8', '2', '20', '45', '10', '16', '49', '42', '40', '6', '52', '57', '13', '28', '79', '9', '76', '26', '78', '35', '4', '47', '18', '51', '68', '43', '21', '75', '30', '0', '65', '15', '29']"
gka_24,IC_1,0.01,0.01,38,"['2', '24', '39', '4', '49', '51', '69', '79', '80', '55', '38', '40', '83', '14', '67', '58', '35', '36', '70', '19', '25', '73', '64', '62', '86', '76', '82', '22', '43', '75', '46', '47', '42', '1', '53', '59', '72', '34']"
gka_24,IC_1,0.1,0.1,38,"['2', '24', '38', '39', '4', '40', '49', '51', '55', '69', '79', '80', '83', '14', '67', '58', '35', '36', '70', '19', '25', '73', '64', '62', '86', '76', '82', '22', '43', '75', '46', '47', '42', '1', '53', '59', '72', '34']"
gka_25,IC_1,0.01,0.01,46,"['13', '15', '31', '32', '46', '47', '49', '59', '68', '74', '9', '34', '83', '11', '88', '5', '2', '20', '6', '12', '17', '61', '53', '52', '84', '67', '81', '14', '4', '98', '42', '96', '35', '97', '48', '50', '60', '19', '65', '87', '57', '21', '93', '44', '0', '85']"
gka_25,IC_1,0.1,0.1,44,"['12', '17', '27', '31', '32', '45', '49', '50', '6', '74', '79', '82', '94', '1', '9', '53', '2', '21', '60', '11', '18', '63', '57', '55', '83', '71', '81', '16', '4', '85', '42', '98', '35', '0', '5', '54', '61', '19', '65', '87', '59', '26', '96', '44']"
gka_26,IC_1,0.01,0.01,44,"['14', '23', '38', '40', '55', '56', '58', '68', '76', '78', '95', '41', '81', '12', '93', '59', '3', '34', '7', '13', '28', '71', '64', '63', '87', '74', '79', '2', '45', '9', '48', '99', '43', '10', '57', '6', '70', '29', '72', '92', '65', '37', '97', '54']"
gka_26,IC_1,0.1,0.1,44,"['14', '23', '38', '40', '41', '55', '56', '58', '68', '76', '78', '81', '95', '12', '93', '59', '3', '34', '7', '13', '28', '71', '64', '63', '87', '74', '79', '2', '45', '9', '48', '99', '43', '10', '57', '6', '70', '29', '72', '92', '65', '37', '97', '54']"
gka_27,IC_1,0.01,0.01,64,"['15', '28', '29', '31', '37', '38', '50', '57', '58', '70', '86', '89', '94', '82', '68', '87', '20', '22', '51', '13', '88', '54', '83', '45', '61', '85', '59', '16', '9', '75', '8', '98', '33', '99', '39', '42', '53', '2', '55', '84', '47', '25', '71', '81', '10', '63', '17', '35', '36', '11', '46', '66', '92', '6', '93', '19', '97', '34', '56', '41', '78', '40', '73', '74']"
gka_27,IC_1,0.1,0.1,63,"['13', '21', '23', '25', '30', '31', '46', '53', '54', '63', '65', '76', '84', '89', '94', '85', '19', '2', '47', '12', '87', '49', '78', '42', '58', '81', '56', '14', '9', '72', '74', '99', '26', '68', '32', '41', '48', '17', '51', '8', '45', '20', '66', '75', '10', '6', '15', '29', '3', '11', '44', '60', '91', '57', '92', '16', '97', '28', '52', '37', '73', '36', '67']"
gka_28,IC_1,0.01,0.01,73,"['23', '25', '31', '32', '42', '51', '52', '6', '72', '75', '81', '95', '97', '68', '58', '73', '19', '2', '93', '10', '9', '47', '69', '4', '55', '71', '53', '15', '99', '64', '66', '85', '28', '92', '33', '39', '98', '18', '48', '70', '41', '21', '60', '67', '0', '56', '16', '3', '30', '1', '40', '57', '77', '54', '79', '17', '82', '29', '50', '36', '65', '34', '62', '63', '74', '91', '96', '43', '24', '87', '12', '45', '76']"
gka_28,IC_1,0.1,0.1,72,"['2', '21', '24', '28', '32', '34', '45', '53', '54', '60', '62', '7', '73', '74', '76', '81', '95', '97', '93', '12', '9', '50', '70', '41', '57', '72', '55', '15', '77', '66', '68', '85', '29', '92', '36', '40', '99', '19', '51', '71', '43', '22', '63', '69', '0', '58', '17', '30', '31', '1', '42', '6', '79', '56', '8', '18', '82', '3', '52', '4', '67', '39', '64', '65', '75', '91', '96', '47', '25', '87', '14', '48']"
gka_29,IC_1,0.01,0.01,77,"['22', '24', '29', '3', '40', '48', '49', '55', '58', '66', '70', '74', '78', '85', '88', '71', '19', '2', '84', '12', '92', '43', '67', '38', '51', '7', '5', '14', '91', '62', '64', '8', '25', '83', '32', '99', '90', '17', '44', '69', '97', '21', '59', '65', '1', '53', '15', '27', '28', '10', '39', '54', '76', '50', '77', '16', '79', '26', '45', '34', '63', '33', '6', '61', '72', '82', '86', '41', '93', '80', '13', '42', '75', '81', '23', '4', '35']"
gka_29,IC_1,0.1,0.1,77,"['12', '19', '2', '22', '24', '29', '3', '40', '43', '48', '49', '55', '58', '66', '70', '71', '74', '78', '84', '85', '88', '92', '67', '38', '51', '7', '5', '14', '91', '62', '64', '8', '25', '83', '32', '99', '90', '17', '44', '69', '97', '21', '59', '65', '1', '53', '15', '27', '28', '10', '39', '54', '76', '50', '77', '16', '79', '26', '45', '34', '63', '33', '6', '61', '72', '82', '86', '41', '93', '80', '13', '42', '75', '81', '23', '4', '35']"
gka_30,IC_1,0.01,0.01,84,"['18', '20', '22', '24', '3', '30', '38', '43', '51', '60', '64', '65', '68', '8', '81', '92', '97', '98', '79', '10', '86', '40', '61', '35', '48', '63', '46', '14', '85', '57', '59', '73', '26', '78', '31', '9', '82', '17', '41', '62', '89', '21', '54', '6', '0', '49', '15', '28', '29', '1', '36', '50', '7', '47', '70', '16', '72', '27', '42', '33', '93', '32', '95', '56', '66', '76', '80', '96', '87', '74', '12', '4', '69', '91', '23', '37', '34', '75', '71', '58', '55', '39', '53', '45']"
gka_30,IC_1,0.1,0.1,83,"['10', '17', '18', '21', '23', '28', '29', '33', '36', '39', '42', '43', '50', '6', '60', '64', '66', '7', '80', '81', '85', '88', '93', '98', '47', '62', '45', '13', '87', '56', '58', '75', '24', '8', '3', '91', '86', '16', '4', '61', '9', '20', '53', '59', '0', '48', '14', '26', '27', '1', '34', '49', '71', '46', '72', '15', '74', '25', '40', '31', '95', '30', '96', '55', '68', '79', '82', '97', '89', '76', '12', '38', '70', '92', '22', '35', '32', '78', '73', '57', '54', '37', '51']"
gka_31,IC_1,0.01,0.01,87,"['11', '19', '20', '22', '24', '29', '3', '39', '45', '51', '61', '65', '66', '68', '8', '80', '82', '85', '90', '94', '95', '41', '62', '35', '49', '64', '47', '13', '84', '58', '6', '74', '25', '78', '30', '89', '83', '17', '43', '63', '87', '21', '54', '60', '1', '5', '15', '27', '28', '10', '36', '50', '7', '48', '99', '16', '72', '26', '96', '33', '91', '31', '92', '57', '67', '77', '81', '93', '86', '75', '12', '40', '69', '9', '97', '38', '34', '76', '71', '59', '55', '4', '52', '46', '44', '23', '70']"
gka_31,IC_1,0.1,0.1,87,"['11', '13', '19', '20', '22', '24', '29', '3', '35', '39', '41', '45', '47', '49', '51', '58', '6', '61', '62', '64', '65', '66', '68', '74', '8', '80', '82', '84', '85', '90', '94', '95', '25', '78', '30', '89', '83', '17', '43', '63', '87', '21', '54', '60', '1', '5', '15', '27', '28', '10', '36', '50', '7', '48', '99', '16', '72', '26', '96', '33', '91', '31', '92', '57', '67', '77', '81', '93', '86', '75', '12', '40', '69', '9', '97', '38', '34', '76', '71', '59', '55', '4', '52', '46', '44', '23', '70']"
gka_32,IC_1,0.01,0.01,89,"['10', '16', '17', '20', '22', '28', '29', '33', '36', '4', '43', '45', '47', '5', '62', '63', '65', '66', '67', '69', '8', '80', '82', '85', '9', '93', '94', '12', '84', '58', '60', '74', '24', '78', '3', '88', '83', '15', '40', '64', '87', '18', '54', '61', '0', '48', '13', '26', '27', '1', '34', '49', '70', '46', '97', '14', '73', '25', '95', '31', '90', '30', '91', '56', '99', '77', '81', '92', '86', '75', '11', '39', '7', '89', '96', '35', '32', '76', '72', '6', '55', '38', '52', '44', '41', '21', '71', '68', '98']"
gka_32,IC_1,0.1,0.1,89,"['0', '10', '12', '15', '16', '17', '18', '20', '22', '24', '28', '29', '3', '33', '36', '4', '40', '43', '45', '47', '5', '54', '58', '60', '61', '62', '63', '64', '65', '66', '67', '69', '74', '78', '8', '80', '82', '83', '84', '85', '87', '88', '9', '93', '94', '48', '13', '26', '27', '1', '34', '49', '70', '46', '97', '14', '73', '25', '95', '31', '90', '30', '91', '56', '99', '77', '81', '92', '86', '75', '11', '39', '7', '89', '96', '35', '32', '76', '72', '6', '55', '38', '52', '44', '41', '21', '71', '68', '98']"
gka_33,IC_1,0.01,0.01,91,"['10', '16', '18', '2', '23', '28', '29', '33', '36', '4', '42', '46', '49', '57', '58', '60', '61', '63', '75', '76', '78', '80', '87', '90', '91', '6', '44', '12', '8', '53', '55', '69', '24', '74', '3', '84', '79', '15', '40', '59', '83', '19', '50', '56', '0', '47', '13', '26', '27', '1', '34', '48', '65', '45', '94', '14', '68', '25', '92', '31', '88', '30', '89', '52', '96', '73', '77', '9', '81', '70', '11', '38', '64', '86', '93', '35', '32', '72', '67', '54', '99', '37', '5', '43', '41', '20', '66', '62', '95', '97', '51']"
gka_33,IC_1,0.1,0.1,90,"['10', '12', '15', '16', '17', '18', '19', '2', '23', '24', '28', '29', '33', '36', '4', '40', '42', '44', '46', '49', '50', '53', '55', '57', '58', '59', '6', '61', '63', '71', '74', '75', '76', '78', '8', '80', '82', '84', '85', '87', '90', '91', '56', '0', '47', '13', '26', '27', '1', '34', '48', '65', '45', '94', '14', '68', '25', '92', '31', '88', '30', '89', '52', '96', '73', '77', '9', '81', '70', '11', '38', '64', '86', '93', '35', '32', '72', '67', '54', '99', '37', '5', '43', '41', '20', '66', '62', '95', '97', '51']"
gka_34,IC_1,0.01,0.01,93,"['10', '17', '18', '20', '22', '28', '29', '33', '37', '43', '47', '5', '58', '59', '60', '61', '62', '64', '74', '75', '77', '80', '85', '89', '9', '98', '45', '13', '99', '54', '56', '7', '23', '73', '3', '83', '78', '16', '40', '6', '82', '2', '51', '57', '0', '48', '14', '26', '27', '1', '34', '49', '66', '46', '92', '15', '69', '25', '90', '31', '86', '30', '87', '53', '94', '72', '76', '88', '81', '70', '11', '39', '65', '84', '91', '35', '32', '71', '68', '55', '96', '38', '50', '44', '41', '21', '67', '63', '93', '95', '52', '4', '79']"
gka_34,IC_1,0.1,0.1,92,"['0', '1', '10', '13', '14', '15', '16', '17', '18', '19', '2', '20', '22', '23', '25', '26', '27', '29', '3', '30', '31', '33', '34', '37', '40', '42', '43', '45', '46', '47', '48', '49', '5', '51', '53', '54', '56', '57', '59', '6', '60', '61', '62', '64', '66', '69', '7', '72', '74', '75', '76', '77', '78', '8', '80', '81', '82', '83', '85', '86', '87', '88', '89', '90', '92', '94', '98', '99', '70', '11', '39', '65', '84', '91', '35', '32', '71', '68', '55', '96', '38', '50', '44', '41', '21', '67', '63', '93', '95', '52', '4', '79']"
gka_35,IC_1,0.01,0.0,0,[]
gka_35,IC_1,0.1,0.0,0,[]
bqp50_1,IC_1,0.01,0.01,11,"['13', '14', '30', '32', '33', '37', '38', '47', '49', '5', '6']"
bqp50_1,IC_1,0.1,0.1,11,"['13', '14', '30', '32', '33', '37', '38', '47', '49', '5', '6']"
bqp50_2,IC_1,0.01,0.01,11,"['20', '21', '27', '28', '30', '31', '33', '4', '44', '46', '5']"
bqp50_2,IC_1,0.1,0.0,11,"['20', '21', '27', '28', '30', '31', '33', '4', '44', '46', '5']"
bqp50_3,IC_1,0.01,0.01,15,"['12', '21', '22', '23', '30', '34', '41', '48', '5', '8', '44', '6', '42', '14', '37']"
bqp50_3,IC_1,0.1,0.1,14,"['0', '10', '14', '22', '26', '31', '39', '40', '41', '42', '43', '5', '8', '9']"
bqp50_4,IC_1,0.01,0.01,12,"['10', '14', '15', '16', '17', '18', '19', '20', '21', '3', '23', '11']"
bqp50_4,IC_1,0.1,0.0,11,"['13', '14', '17', '19', '20', '23', '36', '41', '42', '45', '7']"
bqp50_5,IC_1,0.01,0.01,13,"['17', '2', '26', '29', '32', '33', '37', '47', '48', '9', '49', '35', '11']"
bqp50_5,IC_1,0.1,0.1,13,"['17', '2', '26', '29', '31', '32', '33', '35', '37', '47', '48', '49', '9']"
bqp50_6,IC_1,0.01,0.0,9,"['11', '16', '20', '21', '23', '37', '6', '8', '9']"
bqp50_6,IC_1,0.1,0.0,9,"['11', '16', '20', '21', '23', '37', '6', '8', '9']"
bqp50_7,IC_1,0.01,0.0,9,"['1', '13', '14', '15', '16', '23', '39', '43', '47']"
bqp50_7,IC_1,0.1,0.0,9,"['1', '13', '14', '15', '16', '23', '39', '43', '47']"
bqp50_8,IC_1,0.01,0.01,15,"['0', '23', '24', '29', '3', '30', '38', '42', '43', '46', '48', '47', '4', '19', '36']"
bqp50_8,IC_1,0.1,0.1,15,"['0', '23', '24', '29', '3', '30', '38', '4', '42', '43', '46', '47', '48', '19', '36']"
bqp50_9,IC_1,0.01,0.01,12,"['10', '15', '17', '20', '23', '27', '29', '37', '40', '41', '14', '34']"
bqp50_9,IC_1,0.1,0.1,12,"['10', '14', '15', '17', '20', '23', '27', '29', '34', '37', '40', '41']"
bqp50_10,IC_1,0.01,0.01,11,"['0', '12', '18', '2', '24', '26', '29', '30', '39', '41', '6']"
bqp50_10,IC_1,0.1,0.0,11,"['0', '12', '18', '2', '24', '26', '29', '30', '39', '41', '6']"
bqp100_1,IC_1,0.01,0.01,44,"['13', '15', '24', '26', '39', '4', '5', '6', '73', '74', '95', '27', '83', '1', '92', '52', '20', '21', '60', '12', '17', '69', '56', '54', '88', '72', '80', '14', '32', '89', '34', '99', '29', '0', '47', '53', '62', '19', '7', '91', '57', '23', '96', '36']"
bqp100_1,IC_1,0.1,0.1,44,"['1', '13', '15', '24', '26', '27', '39', '4', '5', '6', '73', '74', '83', '95', '92', '52', '20', '21', '60', '12', '17', '69', '56', '54', '88', '72', '80', '14', '32', '89', '34', '99', '29', '0', '47', '53', '62', '19', '7', '91', '57', '23', '96', '36']"
bqp100_2,IC_1,0.01,0.01,44,"['14', '2', '3', '31', '48', '5', '51', '68', '74', '75', '96', '34', '85', '12', '94', '52', '22', '26', '69', '13', '20', '71', '59', '56', '86', '73', '76', '16', '41', '87', '45', '99', '40', '11', '50', '54', '7', '21', '72', '93', '66', '27', '98', '47']"
bqp100_2,IC_1,0.1,0.1,44,"['12', '14', '2', '3', '31', '34', '48', '5', '51', '68', '74', '75', '85', '96', '94', '52', '22', '26', '69', '13', '20', '71', '59', '56', '86', '73', '76', '16', '41', '87', '45', '99', '40', '11', '50', '54', '7', '21', '72', '93', '66', '27', '98', '47']"
bqp100_3,IC_1,0.01,0.01,45,"['15', '19', '26', '28', '40', '46', '50', '6', '73', '74', '91', '33', '81', '1', '9', '52', '22', '23', '60', '10', '20', '65', '57', '54', '82', '70', '77', '18', '35', '86', '36', '98', '34', '99', '48', '53', '63', '21', '7', '88', '58', '25', '97', '39', '0']"
bqp100_3,IC_1,0.1,0.1,45,"['15', '19', '26', '28', '33', '40', '46', '50', '6', '73', '74', '91', '81', '1', '9', '52', '22', '23', '60', '10', '20', '65', '57', '54', '82', '70', '77', '18', '35', '86', '36', '98', '34', '99', '48', '53', '63', '21', '7', '88', '58', '25', '97', '39', '0']"
bqp100_4,IC_1,0.01,0.01,45,"['15', '21', '31', '32', '42', '45', '49', '6', '8', '80', '92', '34', '86', '11', '91', '52', '24', '27', '63', '13', '22', '73', '58', '57', '87', '79', '85', '17', '37', '88', '38', '97', '35', '99', '48', '54', '70', '23', '75', '89', '59', '29', '94', '4', '0']"
bqp100_4,IC_1,0.1,0.1,42,"['15', '21', '32', '34', '37', '46', '48', '53', '66', '79', '8', '81', '94', '97', '54', '24', '3', '68', '14', '22', '70', '61', '6', '85', '75', '80', '2', '42', '86', '44', '45', '4', '10', '52', '58', '69', '23', '73', '92', '64', '30', '99']"
bqp100_5,IC_1,0.01,0.01,44,"['15', '19', '3', '33', '42', '43', '62', '78', '8', '5', '91', '34', '84', '12', '90', '51', '26', '27', '63', '14', '20', '73', '6', '56', '87', '77', '80', '18', '38', '88', '40', '99', '36', '0', '45', '55', '69', '25', '76', '9', '61', '29', '96', '41']"
bqp100_5,IC_1,0.1,0.1,44,"['15', '19', '3', '33', '34', '42', '43', '5', '62', '78', '8', '84', '91', '12', '90', '51', '26', '27', '63', '14', '20', '73', '6', '56', '87', '77', '80', '18', '38', '88', '40', '99', '36', '0', '45', '55', '69', '25', '76', '9', '61', '29', '96', '41']"
bqp100_6,IC_1,0.01,0.01,46,"['14', '16', '41', '44', '55', '56', '63', '70', '83', '86', '95', '45', '88', '12', '94', '64', '30', '33', '72', '13', '18', '75', '67', '66', '9', '82', '87', '15', '48', '99', '50', '97', '47', '98', '59', '65', '74', '2', '8', '93', '68', '4', '96', '52', '0', '91']"
bqp100_6,IC_1,0.1,0.1,45,"['13', '15', '33', '34', '4', '47', '48', '52', '64', '76', '8', '83', '96', '1', '94', '53', '2', '25', '66', '10', '17', '68', '59', '56', '9', '73', '82', '14', '44', '90', '45', '98', '43', '99', '50', '55', '67', '18', '72', '93', '63', '30', '97', '46', '0']"
bqp100_7,IC_1,0.01,0.01,45,"['15', '17', '23', '28', '41', '44', '51', '69', '8', '80', '94', '29', '84', '12', '93', '52', '20', '21', '70', '13', '18', '75', '65', '60', '86', '79', '81', '16', '37', '9', '38', '96', '34', '99', '5', '57', '72', '2', '78', '90', '66', '22', '95', '4', '1']"
bqp100_7,IC_1,0.1,0.1,44,"['12', '15', '23', '28', '41', '44', '51', '73', '8', '80', '84', '89', '93', '94', '52', '20', '21', '70', '13', '18', '75', '65', '60', '86', '79', '81', '16', '37', '9', '38', '96', '34', '99', '5', '57', '72', '2', '78', '90', '66', '22', '95', '4', '1']"
bqp100_8,IC_1,0.01,0.01,46,"['14', '17', '32', '33', '46', '47', '50', '61', '75', '77', '92', '35', '81', '12', '90', '54', '22', '25', '65', '13', '18', '70', '59', '57', '86', '72', '80', '15', '4', '99', '42', '94', '39', '96', '5', '56', '68', '20', '71', '9', '6', '26', '93', '43', '11', '87']"
bqp100_8,IC_1,0.1,0.1,45,"['15', '18', '33', '34', '36', '5', '50', '56', '70', '77', '79', '81', '93', '13', '92', '58', '25', '27', '71', '14', '21', '74', '65', '61', '83', '76', '80', '17', '40', '9', '41', '95', '39', '99', '54', '6', '72', '22', '75', '90', '68', '29', '94', '48', '11']"
bqp100_9,IC_1,0.01,0.01,47,"['15', '29', '3', '40', '41', '45', '55', '69', '7', '99', '89', '31', '76', '12', '87', '49', '22', '25', '56', '13', '19', '62', '53', '51', '77', '67', '70', '16', '33', '98', '34', '96', '32', '97', '44', '50', '57', '21', '65', '83', '54', '27', '95', '35', '11', '81', '18']"
bqp100_9,IC_1,0.1,0.1,45,"['13', '15', '30', '32', '33', '43', '45', '48', '60', '7', '73', '75', '95', '11', '93', '5', '19', '20', '61', '12', '17', '64', '57', '54', '81', '69', '74', '14', '35', '83', '39', '98', '34', '99', '47', '53', '62', '18', '68', '87', '6', '24', '96', '4', '10']"
